CID,用户名,评论时间,评论地点,评论内容,评论点赞数,评论数量
7442206195564086027,朴净,2024-11-28 14:01:06,福建,背景音乐太大了，放小一点。,0,0
7441525145481265954,飞鹤肆伍,2024-11-26 17:58:15,天津,看看胖东来为什么被围攻，就知道了。,0,0
7445282831565554470,^-^！,2024-12-06 20:59:57,北京,晏子使楚？,0,0
7441625289585345318,华仔,2024-11-27 00:26:57,湖北,能力问题，体质问题，怎么都搞不好,0,0
7443278384597795622,灰色幽默,2024-12-01 11:21:41,浙江,知道他的对手是谁不  是人性,0,0
7443305024317686564,直上云霄,2024-12-01 13:05:06,江西,说穿了，就是不能违背中庸之道，下面的利益要保护，上司的利益要维护，寻求中间的道路。,11,1
7443219701083996963,user2285081380715,2024-12-01 07:34:02,山西,资本的力量自古就有,3,1
7446454019415196416,宇宙大将军🇰🇵🇰🇵🇰🇵,2024-12-10 00:44:53,广西,君主可不喜欢宴子海瑞这种清官，大多数君主喜欢贪图享乐，骄奢淫欲，拥有这么大的权力，很难抵制住欲望，所以君主喜欢杨国忠和珅严嵩这种能为君主敛财，逢君之恶，讨好君主谄媚的佞臣,0,1
7441936901831246655,天下第6666帅,2024-11-27 21:00:17,北京,文景之治，说得对,0,0
7441538470584484667,子龙,2024-11-26 18:49:57,宁夏,这不是朝代的问题，这是人性和制度的问题。,0,0
7447763112704426767,智喜寿司🍣,2024-12-13 13:50:22,上海,我是来评论区学习的,2,0
7441610422299919113,এ᭄那山、那树、那人、那狗ོꦿృ༊,2024-11-26 23:29:09,陕西,食物链顶端的必须是少数，都去了顶端就乱了[蜜蜂狗],0,0
7459330269361046335,Ension,2025-01-13 18:03:27,福建,透彻,0,0
7447361909689238281,Lawrence,2024-12-12 12:04:55,湖北,给仁政提供权力的基础，就是说仁政缺少军队人数和武器，经济不见得不足。胖东来就是例子。所以我才主张胖东来又群众基础时就要做大，干掉所有竞争对手，进军各行业。,7,0
7447315752347075386,心即当下,2024-12-12 08:28:49,湖南,唉，人性从来没变过,0,0
7447330777895568191,阿龍,2024-12-12 09:27:06,河南,[赞][赞]精品视频！,0,0
7443391229162930978,雅和蕴,2024-12-01 18:39:35,四川,既得利益[饺子],0,0
7441570506854597436,龍门书院,2024-11-26 20:54:16,贵州,千年制度，决定国家的走向,0,0
7441820318246011658,缘起缘尽,2024-11-27 13:03:40,广东,森林里有老虎，鳄鱼，小鹿，兔子，老鼠，蚂蚁。接数量比较，蚂蚁最多。这就是生物链吧。[得意],0,0
7443240210773312307,吉祥如意,2024-12-01 08:53:35,内蒙古,[赞]是呀,0,0
7441821186084766521,一般一般,2024-11-27 13:07:02,河北,问问人性是什么[感谢],0,0
7444332719867314978,爱不在,2024-12-04 07:33:06,山东,制度而已，,0,0
7450815036824699685,用户5279366903855,2024-12-21 18:49:37,广东,因为仁政对上对下。,0,0
7443424100238639924,长足乐之_,2024-12-01 20:47:09,吉林,天之道，损有余补不足，人之道，损不足补有余。这世界更多是人来治理的。,0,0
7442670072748180259,独行侠～(^з^)-☆,2024-11-29 20:01:09,福建,王和百姓之间是五花肉,0,0
7445085932321129276,诗酒趁年华！,2024-12-06 08:15:55,浙江,"深刻！
古代社会治理结构性困局！
信息传导和体察实情的重要性！",0,0
7442940838763692810,混元自在,2024-11-30 13:31:49,重庆,务实的理想主义者。,0,0
7441801861244945187,悟茶☞上玄,2024-11-27 11:52:05,北京,只做加法，不做减法，早晚压垮啊,0,0
7443025756009628425,带着mortal看世界,2024-11-30 19:01:21,北京,[思考]因为管理者是人，人就趋利。,0,0
7444179798320333631,准备45元诺基亚了↙↙↙抖Xun正完了↙,2024-12-03 21:39:38,浙江,无贪无家[呲牙][呲牙][呲牙][呲牙],0,0
7443473202888196914,曲旺颉业,2024-12-01 23:57:44,北京,以史为鉴,0,0
7443757091518759691,银雨,2024-12-02 18:19:19,贵州,太牛批了你的解读,0,0
7441723360986727195,chjchj,2024-11-27 06:47:33,北京,人性的弱点,0,0
7442650623097635595,壹零,2024-11-29 18:45:40,北京,就是专权,0,0
7445373844117226299,互联网质量检验员,2024-12-07 02:53:42,上海,孝悌ti,0,0
7442882747942912828,2024,2024-11-30 09:46:25,广东,人性本恶(生存才是人的第一使命所以）。没有规矩不成方圆，所以合适且适应时代制度很重要。第三个开智，人民不在愚昧才能远离，哪些愚蠢的行为，提高社会总生产效率。经济基础决定上层建筑,1,0
7447361934859010853,林墨炎,2024-12-12 11:57:19,广西,好,0,0
7444025342770594571,秦,2024-12-03 11:40:21,山东,阶级矛盾不可调和,0,0
7442595709679584054,凌云,2024-11-29 15:12:37,福建,仁政不是烂仁,0,0
7443599403241865984,公子,2024-12-02 08:07:29,江苏,天道使然,1,0
7446959548806415130,庚甲,2024-12-11 09:30:28,陕西,大仁不仁。输的是小仁。,1,0
7442565676025758498,小楼老师讲文学,2024-11-29 13:16:02,山西,不是胎生，不是卵生，而是化生,1,0
7442099636339458876,钓鱼护不湿,2024-11-28 07:07:40,江苏,诅咒之地,0,0
7443233616001942329,沙暴我爱罗,2024-12-01 08:27:59,广东,很简单，人性本恶,0,0
7452211509596553996,财斯基,2024-12-25 13:06:49,广东,就看权力的授权来自哪里,0,0
7441813742641496892,chow,2024-11-27 12:38:07,湖南,存在此有理，任何事都要有个度，物极必反,0,0
7441688937875669772,觉醒者🐺,2024-11-27 04:34:20,江西,值得思考！[赞][赞][赞][赞],0,0
7443258610883379994,在路上1001,2024-12-01 10:05:01,北京,权力来源是贵族大户,0,0
7441804696639963916,毫无波澜,2024-11-27 12:03:04,黑龙江,交给科技。交给数字货币。,0,0
7441569344188646179,西瓜@糖,2024-11-26 20:49:44,湖南,一切问题的根源在于人性的贪婪[灵机一动],1,0
7441850766833353508,重上井冈山.,2024-11-27 15:01:50,河北,需要一个好老师[流泪],0,0
7441490940555477787,静 之,2024-11-26 15:45:34,湖北,,0,0
7441578919977354023,🌈🌈🌈迎风小可爱,2024-11-26 21:26:54,浙江,[抠鼻]大明的一条鞭法断送了整个国家还仁政,1,3
7441832492238193468,热心市民L先生,2024-11-27 13:50:55,湖南,人性决定的。人性复杂，发生的事就不会简单，所以没办法一概而论,0,0
7454583535644394280,我爱吃海鲜,2024-12-31 23:13:47,北京,人性本恶,0,0
7443281638315918120,摩醯首罗天王,2024-12-01 11:34:19,河北,送礼不送礼的差别,0,0
7442704554179183420,该账号被永久封禁,2024-11-29 22:14:54,上海,想下载[流泪],0,0
7442720873793258279,天香,2024-11-29 23:18:20,山东,三邪二满,0,0
7442826974274290467,用户3953130164035,2024-11-30 06:10:14,上海,人性不能直视，狗不能喂的太饱，何况人,0,0
7444039563020632873,詹姆斯麦卡沃伊,2024-12-03 12:35:29,重庆,好视频好内容,0,0
7441814517104214844,夜长、,2024-11-27 12:41:10,湖北,评论区，我只想说一句，没见过不代表存在。要不然也不会有那么多人想青史留名了,0,0
7442687895121642278,平平,2024-11-29 21:10:18,重庆,是人性的弱点,0,0
7441765667961684748,开奔驰的舒克,2024-11-27 09:31:39,上海,开悟[灵机一动],0,0
7441544649250063161,用户9592877952988,2024-11-26 19:13:53,浙江,照样画葫芦[捂脸],0,0
7442865968630170378,益丰大药房  ～ 宜捷便利店,2024-11-30 08:41:21,湖南,官难当，好官更难当,0,0
7441499337483961140,中国人的前额叶不容侵犯,2024-11-26 16:52:36,上海,好文，值得点赞,3,0
7441515453526442804,幸福里宵宫,2024-11-26 17:20:38,北京,做什么事情都需要智慧，,0,0
7441617370429244214,Lee,2024-11-26 23:56:12,广东,先生大才啊！,0,0
7441563750266602298,LTIME,2024-11-26 20:28:02,辽宁,燕子你应该自立为王,0,0
7443309996542591804,天高云淡,2024-12-01 13:24:21,广东,善胜者无功，同理！,0,0
7451448376384127784,glyily008,2024-12-23 11:45:27,北京,都该宰[捂脸][捂脸],0,0
7441588499272663834,愚鲁而迅疾,2024-11-26 22:04:04,河南,没钱怎么仁,0,0
7442610116135879439,用户3940558363632,2024-11-29 16:08:29,江苏,难怪粮食价格这么低,0,0
7444722936022139706,晨光中文国际学校,2024-12-05 08:47:20,缅甸,深刻,0,0
7451137202815238947,中塔兰园,2024-12-22 15:37:54,浙江,因为人坏吗,0,0
7446579755217273641,💪笑生,2024-12-10 08:52:47,上海,关键在于，“仁与不仁由谁来判断,0,0
7442649631944999730,八卦三,2024-11-29 18:41:47,黑龙江,舒服自己，也不亏呀一,0,0
7443052422992790331,星火燎原,2024-11-30 20:44:51,湖南,都是在人性的欲望中周旋！,0,0
7442920124778857216,我笑黄巢不丈夫,2024-11-30 12:11:29,浙江,输在人性上！,1,0
7442641550934754075,南关,2024-11-29 18:10:27,安徽,不是我杀的，我那天没看电视。,0,0
7441804437758690082,扛着自行车的候鸟,2024-11-27 12:02:04,湖北,天地不仁以万物为刍狗,0,0
7442120635444380453,水清浅,2024-11-28 08:29:03,河北,人有私欲,0,0
7441547032705270578,告诉大家生和存都不是天经地义,2024-11-26 19:23:08,北京,对谁仁？,0,0
7446948319626904339,独上犀牛讲故事,2024-12-11 08:47:39,广东,[捂脸][捂脸][捂脸]仁正要明君！,1,0
7443011173496144652,汽车风云,2024-11-30 18:04:45,山东,说白了，老鼠屎坏了一锅粥，应该持续铲除劣根的人！,0,0
7444776718566720271,远村,2024-12-05 12:16:00,江苏,好文[赞][赞][赞],0,0
7444772585075786496,menglong,2024-12-05 11:59:57,福建,说白了仁政是什么玩意？要么没实力搞氏族，要么搞不了文官，这两家安安稳稳过了十几年然后圈钱圈爽了给你编个仁政的名头。有实力的早给他俩干了,0,0
7444770442290725683,另半颗丸子🌈,2024-12-05 11:51:40,湖北,是验证了一句话:人性本恶,0,0
7444735454891082496,日落夕鸟,2024-12-05 09:35:55,山东,闭环,0,0
7444735157027881785,天街小雨,2024-12-05 09:34:42,山东,活着,0,0
7444728936979989307,Abel L,2024-12-05 09:10:36,重庆,人性,0,0
7444722936022139706,晨光中文国际学校,2024-12-05 08:47:20,缅甸,深刻,0,0
7444706217798828815,Jim,2024-12-05 07:42:29,北京,分析浮于表面,0,0
7444654906473988904,用户4587720393276,2024-12-05 04:23:51,浙江,根本原因在于凡人君王,0,0
7444555264378815291,孤风,2024-12-04 21:56:38,山西,每一个朝代都是沙漠里种树，不输咋[捂脸],0,0
7444370652864201524,崇德,2024-12-04 10:00:20,山东,根正树不歪，越是真理越简单。[感谢],0,0
7444276303546958630,本悟,2024-12-04 08:34:45,湖南,如果我是晏子，我会说：景公，眼见为实呀，您得亲自到东阿走一遭，看看那里的百姓有多拥护你,0,0
7444343822794654514,山河,2024-12-04 08:16:10,河北,抢电动车,0,0
7444342971794801417,AUV🌂,2024-12-04 08:12:51,甘肃,人间正道是沧桑！,0,0
7444332719867314978,爱不在,2024-12-04 07:33:06,山东,制度而已，,0,0
7444266240640074533,手机用户92863453532,2024-12-04 03:15:36,山西,[666][666][666],0,0
7444240913285874472,后浪推前浪,2024-12-04 01:37:13,河北,权衡是一门艺术，掌握了它就掌握了火候,0,0
7444223779494527784,用户967889416975,2024-12-04 00:30:26,新疆,不知道,0,0
7444210015579980585,路人,2024-12-03 23:36:56,广东,[666],0,0
7444187694752727842,syscn,2024-12-03 23:02:52,湖北,这个输是谁定义的,0,0
7444179798320333631,准备45元诺基亚了↙↙↙抖Xun正完了↙,2024-12-03 21:39:38,浙江,无贪无家[呲牙][呲牙][呲牙][呲牙],0,0
7444156698632061731,用户0451846822682,2024-12-03 20:10:00,陕西,几千年没有仁,0,0
7444120230269371136,此时情绪此时天,2024-12-03 17:48:29,广东,人性！,0,0
7444051665721885498,白日将尽,2024-12-03 13:22:24,江苏,因为有个底层逻辑错了，养鸡的目的不是为了让鸡过得好,0,0
7444042789523342114,祥云,2024-12-03 12:48:02,青海,人性本恶,0,0
7444041208168596236,科技探索,2024-12-03 12:41:50,广东,信息不通,0,0
7444039563020632873,詹姆斯麦卡沃伊,2024-12-03 12:35:29,重庆,好视频好内容,0,0
7444026445499237171,南橘北枳,2024-12-03 11:44:36,陕西,物理消灭权贵阶层可以解决问题！[赞],0,0
7444025778569741066,专治雅过敏,2024-12-03 11:41:57,北京,所以，要掌握媒体,0,0
7444025342770594571,秦,2024-12-03 11:40:21,山东,阶级矛盾不可调和,0,0
7444019912031454010,游泳得卧虎,2024-12-03 11:19:13,浙江,说的对,0,0
7444019346282103612,李livi,2024-12-03 11:17:00,河南,民心大部分这都是文官笔下的好恶，参考意义有限,0,0
7444016219336327945,零度雨（当时明月在，曾照彩云归）,2024-12-03 11:04:53,福建,依法治国,0,0
7444014150144066343,众木成林刘丰木（佳好）,2024-12-03 10:56:54,四川,人性看来本恶,0,0
7444013621904622348,人生见面不如闻名,2024-12-03 10:54:51,新疆,好一个三邪二馋[赞],0,0
7443998646469460788,亦览众山小,2024-12-03 10:39:51,江苏,[赞],0,0
7443997970355651369,走向远方,2024-12-03 09:54:05,广东,仁政本身就是个谎言,0,0
7443988660376830731,简.生命.运动！热爱足球！爱美食！,2024-12-03 09:17:59,湖北,仁不应该是王对民的施舍！是世间常态,0,0
7443980288159466303,夜归,2024-12-03 08:45:27,山西,国家的本质,0,0
7443978359610639163,浮生若梦,2024-12-03 08:37:59,内蒙古,"所以，干实事的人一辈子干活去吧
上升之路留个有＂元＂人",0,0
7443972959348147002,猫猫带你玩,2024-12-03 08:17:03,新疆,能否平衡？,0,0
7443972357503107850,洋洋顾不醒,2024-12-03 08:14:42,河北,……,0,0
7443968590150009641,用户715044209649,2024-12-03 08:00:06,内蒙古,人之初性本善！,0,0
7443946970521797435,ᦦ້ᮨ꯭໌ 歌者⁸¹¹⁹² 📡,2024-12-03 06:36:15,山东,看看现在的房地产也是啊，只能增不能减[衰],0,0
7443935691950015286,伟大的乌克必胜,2024-12-03 05:52:33,广东,古代很多读书人不愿意入朝为官，宁愿做隐士，终老干山林,0,0
7443934194872828712,用户1520727164241,2024-12-03 05:46:47,陕西,齐国最后是不战而降。,0,0
7443787306450092834,柠檬没我甜😜,2024-12-02 20:16:33,陕西,执行仁政的人不一定能被承认,0,0
7443771005271393059,乐天知命1,2024-12-02 19:13:19,广东,烹小鲜,0,0
7443768841991947035,子桓,2024-12-02 19:04:55,江苏,话语权啊,0,0
7443757091518759691,银雨,2024-12-02 18:19:19,贵州,太牛批了你的解读,0,0
7443742868261716772,北京腾退回迁房涛哥,2024-12-02 17:24:11,北京,此局无解,0,0
7443684172817793801,苦因生育🍎,2024-12-02 14:11:44,湖南,裁判权、谁当裁判,0,0
7443655739215774516,薄荷巧克力c,2024-12-02 12:08:45,四川,有些人生来就dna带恶，超雄就是一种表现形式，加上出生后的生活环境感染，后续人生追求和品行做事 就改不了，只能说人本性就有恶的也有善的，天生+后天的,0,0
7443643415978312475,唐古拉的塘,2024-12-02 12:04:48,湖北,世界大同看来始终只能是理想中的乌托邦。,0,0
7443658638861173541,米达-木作工程,2024-12-02 11:57:19,河南,[666][666][666],0,0
7443655207655064354,不服周,2024-12-02 11:43:59,湖北,[666][666][666],0,0
7443647938007958335,天上有鱼为鲲,2024-12-02 11:15:47,福建,[比心][比心][比心],0,0
7443636663295263499,一年当一天,2024-12-02 11:06:52,河北,因为想和吸血毒虫妥协的都死定了.,0,0
7443641643062870844,燕子飞飞 🍒,2024-12-02 10:51:20,甘肃,仁义，仁者见仁智者见智，没有一个标准,0,0
7443637181316858684,一半烟火对人间,2024-12-02 10:34:01,浙江,道理讲给懂道理和讲道理的人，大家都愿意遵守,0,0
7443635240822752027,灿烂,2024-12-02 10:26:31,江苏,"仁政 要仁的是时候
而不是时时刻刻仁",0,0
7443630479452734223,治愈你的心灵,2024-12-02 10:08:03,广东,但是你也要知道，当下面的鱼不够吃的时候，就会内乱，就会狼吃狼人吃人，或者是鱼没有吃的的时候就会反抗,0,3
7443623793719886652,自  由,2024-12-02 09:42:06,浙江,我看过一个电影叫机械纪元还是机器纪元来着，开头有一幕一群人围着一个类似智者的机器人，非常虔诚的样子，然后机器人被狙了。当时我在想为啥要对一个自己制造的机器顶礼膜拜，现在一想，只有ai到了自主的地步才能保证公平，也不会有啥自由裁量权。但是ai到了这种程度会不会也有自私自利的心？唉，无解[暗中观察],0,0
7443614044411822848,花一样的美男子汉,2024-12-02 09:04:16,广东,[赞][赞],0,0
7443612566209053440,嘚啵嘚啵,2024-12-02 08:58:32,江苏,[赞][赞][赞],0,0
7443611551011504953,海润 - 星耀,2024-12-02 08:54:34,江苏,[鼓掌][鼓掌][鼓掌],0,0
7443609058874000143,畅不完的歌,2024-12-02 08:44:59,广东,晏子，海瑞，却没能转世！,0,0
7443600483984147252,琳,2024-12-02 08:11:40,福建,人性本恶，世界唯物主义，怎能不贪,0,0
7443598216744010531,奥雷连诺,2024-12-02 08:02:50,广东,因为权力来自于上，而不是下,0,0
7443579088981459739,魏千易,2024-12-02 06:48:38,广东,[捂脸][捂脸][捂脸],0,0
7443572246012642108,我的生活我主宰,2024-12-02 06:22:08,江苏,这个晏子个子高了[捂脸][捂脸][捂脸],0,0
7443473202888196914,曲旺颉业,2024-12-01 23:57:44,北京,以史为鉴,0,0
7443447601548854052,蛙库,2024-12-01 22:18:21,福建,给以民众众生平等器的权利。你看看会不会仁政成功[捂脸],0,0
7443427891885556491,骑蜗牛上高速,2024-12-01 21:01:52,河南,什么叫输“”,0,0
7443424100238639924,长足乐之_,2024-12-01 20:47:09,吉林,天之道，损有余补不足，人之道，损不足补有余。这世界更多是人来治理的。,0,0
7443415927858742068,抖音新人老范儿,2024-12-01 20:15:25,北京,体制是个纲，纲举目张。,0,0
7443393582059651866,清风细雨.,2024-12-01 18:48:44,吉林,人性,0,0
7443391229162930978,雅和蕴,2024-12-01 18:39:35,四川,既得利益[饺子],0,0
7443381314751218489,时光和白马,2024-12-01 18:01:05,广西,这世界本就是阴阳互转的，虽然阳大于阴，可依旧有阴得位之时。即使你前半生做的好，后半生人家搞个阴人美女给你你就败坏完堕落了。,0,0
7443378424397972259,开心,2024-12-01 17:49:55,广东,[666][666][666],0,0
7443377555401474851,五斗米,2024-12-01 17:46:33,江苏,记录片,0,0
7443375545934791482,康斯坦丁,2024-12-01 17:38:42,河南,人性本恶，根本制度若不能制约人性之恶，便再无进步。,0,0
7443373262141440825,sharkren,2024-12-01 17:29:53,天津,仁政是软弱只能滋养寄生虫,0,0
7443370653928997658,修成,2024-12-01 17:19:44,安徽,[赞],0,0
7443368340208780058,rainfall,2024-12-01 17:10:45,重庆,想成大事，必奉仁义，只求小利，必重人欲。,0,0
7443367156798325538,四合居,2024-12-01 17:06:11,湖南,讨论人性本恶本善都不应该脱离实际，只有具体的人性，没有抽象的人性。,0,0
7443348879011775289,鹿垚知马力,2024-12-01 15:55:16,湖南,[玫瑰][玫瑰][玫瑰][玫瑰][玫瑰],0,0
7443330187767628602,用户494677483170,2024-12-01 14:42:44,广东,表相了,0,0
7443323735418389282,愚人自乐,2024-12-01 14:17:45,辽宁,反向淘汰。自上而下必然结果。,0,0
7443323209595011878,超级流浪家,2024-12-01 14:15:41,北京,底层无话语权,0,0
7443318838307635994,无双风华,2024-12-01 13:58:40,河北,自上而下的仁其实没什么意义,0,0
7443317585858364219,云可知道,2024-12-01 13:53:47,青海,水流动才会活！,0,0
7443310640436036409,善因缘,2024-12-01 13:26:53,广东,一个虚构的话题。,0,0
7443309996542591804,天高云淡,2024-12-01 13:24:21,广东,善胜者无功，同理！,0,0
7443306114131608358,山东朱亚文,2024-12-01 13:09:18,河北,如何破局啊？改，就是与虎谋皮啊。,0,0
7443299945546974009,天涯月明,2024-12-01 12:45:20,广东,因为贱人太多,0,0
7443298410075816741,🌈鱼跃此时海🌈,2024-12-01 12:39:24,陕西,参考动物世界的猴群,0,0
7443295323369456418,宋玉357475,2024-12-01 12:27:26,山东,五蠹,0,0
7443287817993634612,Victor,2024-12-01 11:58:17,广东,基本盘一直都不是百姓,0,0
7443281638315918120,摩醯首罗天王,2024-12-01 11:34:19,河北,送礼不送礼的差别,0,0
7443281336050074426,清溪流水,2024-12-01 11:33:09,重庆,仁政，什么是仁政，搞清楚了吗？,0,0
7443279836157723419,人不再少年,2024-12-01 11:27:18,重庆,忽略了人性的恶,0,0
7443278384597795622,灰色幽默,2024-12-01 11:21:41,浙江,知道他的对手是谁不  是人性,0,0
7443273377807024937,代州同心自助餐厅,2024-12-01 11:02:18,山西,仁政会放大人性的贪婪，会放大人性中的恶，这才是跟本，一个老好人永远干不过一个恶人,0,0
7443273261490488083,叶子,2024-12-01 11:01:50,天津,政治,0,0
7443267864516182841,Mark褚,2024-12-01 10:40:52,江苏,中国人自古就这样复杂,0,0
7443266960114205499,风云再现,2024-12-01 10:37:21,四川,没有刀不行的,0,0
7443262672400007993,云风扬,2024-12-01 10:20:45,河北,有道理,0,0
7443261498040828732,南湖奉行   　　　　　　　 🪙,2024-12-01 10:16:11,湖南,,0,0
7443261412128080690,浅笑,2024-12-01 10:15:50,河北,皇帝有私卫，还微服私访，并不能鼻塞视听。如果真这样，那就是德不配位。,0,0
7443260407543251772,南湖奉行   　　　　　　　 🪙,2024-12-01 10:11:59,湖南,,0,0
7443258610883379994,在路上1001,2024-12-01 10:05:01,北京,权力来源是贵族大户,0,0
7443257154293941051,卖火箭的小公主,2024-12-01 09:59:21,湖北,让利给百姓，打击权贵没有好下场[捂脸],0,0
7443246293164360459,靠山屯骑士,2024-12-01 09:17:13,江苏,百姓无权,0,0
7443240950802957071,松晋,2024-12-01 08:56:26,福建,确实如此,0,0
7443240210773312307,吉祥如意,2024-12-01 08:53:35,内蒙古,[赞]是呀,0,0
7443234779669512979,提线木偶,2024-12-01 08:32:31,辽宁,因为组成社会的是一个又一个人啊，而人都是自私且贪婪的。,0,0
7443233616001942329,沙暴我爱罗,2024-12-01 08:27:59,广东,很简单，人性本恶,0,0
7443230332792931106,萱萱爱运动,2024-12-01 08:15:16,山东,贪官太多,0,0
7443221810554962728,҉ 正在缓冲... 99%,2024-12-01 07:42:15,河北,人性就是强取豪夺[捂脸][捂脸][捂脸],0,0
7443126458825163580,爱德华兹,2024-12-01 01:32:21,安徽,总是输？开头就定论了,0,0
7443112359592231743,哥布林,2024-12-01 00:37:35,山西,六国被灭都是如此,0,0
7443074295906042634,涂山狗和老曼,2024-11-30 22:09:43,山东,所以要考公[呲牙],0,0
7443073498019267388,思恋,2024-11-30 22:06:37,广东,个人认为必须得有松紧有度，一起一伏不可分离，今春加了大米明春降小麦，所有产品都要调控取到平衡不能一成不变那样才能周而不止各行不息。,0,0
7443052422992790331,星火燎原,2024-11-30 20:44:51,湖南,都是在人性的欲望中周旋！,0,0
7443037868504990522,行者,2024-11-30 19:48:20,江苏,手中没有众生平等器，面临危害无抵抗力,0,0
7443031152510616371,熊熊就是熊熊啊,2024-11-30 19:22:17,辽宁,[赞][赞][赞],0,0
7443025756009628425,带着mortal看世界,2024-11-30 19:01:21,北京,[思考]因为管理者是人，人就趋利。,0,0
7443017043279086393,成家立业,2024-11-30 18:27:33,浙江,金钱为圣，众生平等[赞]！,0,0
7443011173496144652,汽车风云,2024-11-30 18:04:45,山东,说白了，老鼠屎坏了一锅粥，应该持续铲除劣根的人！,0,0
7443007636708623164,H99,2024-11-30 17:51:02,江苏,就是不能给吃饱，也不能太饿,0,0
7443003161584386842,共产主义路漫漫之中华文明,2024-11-30 17:33:43,江苏,可能只有我懂，前世三千年前,0,0
7442991417193448251,iamveryfine,2024-11-30 16:48:08,IP未知,所以，被秦始皇统一了。,0,0
7442981340620915482,西乡县广华科技,2024-11-30 16:09:02,北京,背离了违背为人民服务的初心，所以天下大乱,0,0
7442981256462385935,用户5105514122800,2024-11-30 16:08:45,江苏,老子持刀打劫那一段笑死人了[大笑],0,0
7442965285139465011,用户3379953184992,2024-11-30 15:06:43,山西,权利只向权利的来源负责,0,0
7442953916306228018,涂图,2024-11-30 14:22:37,湖北,人性本恶,0,0
7442950949142954761,我好饿呀,2024-11-30 14:11:06,山西,人性本恶,0,0
7442940838763692810,混元自在,2024-11-30 13:31:49,重庆,务实的理想主义者。,0,0
7442937231231697722,龙爷,2024-11-30 13:17:53,四川,有雷霆手段才能行菩萨的善心肠。,0,0
7442922481436050233,前行者,2024-11-30 12:20:35,湖北,自古天可测海可量唯人心不可信。,0,0
7442919029729395515,洪炉点雪,2024-11-30 12:07:12,河南,养了懒人,0,0
7442888638173053732,￥无风的云￥,2024-11-30 10:09:22,河北,人性而已,0,0
7442879179701371685,LEIZ-磊子,2024-11-30 10:02:52,山东,农夫与蛇,0,0
7442885393274340134,用户8233271108402,2024-11-30 09:56:44,北京,[赞][赞][赞],0,0
7442861360801596200,冰淇淋终结者,2024-11-30 09:38:00,山东,屁股决定脑袋,0,0
7442870181204607753,cherry guan,2024-11-30 08:57:42,江苏,仁政不仁呗！没了藩王割据，但权力割据始终如一,0,0
7442865968630170378,益丰大药房  ～ 宜捷便利店,2024-11-30 08:41:21,湖南,官难当，好官更难当,0,0
7442857270315139859,龙哥,2024-11-30 08:07:38,湖北,所以制度,0,0
7442838318080361279,多次拒绝蔡依林,2024-11-30 06:54:10,河南,所以说在我是个老百姓的角度考虑所有的权贵全都该死[看],0,0
7442833167780807465,老李跑不快,2024-11-30 06:34:14,天津,老实人永远是韭菜，这是人性决定的,0,0
7442826974274290467,用户3953130164035,2024-11-30 06:10:14,上海,人性不能直视，狗不能喂的太饱，何况人,0,0
7442786411151377187,用户3672698795327,2024-11-30 03:33:10,上海,说啥呢。,0,0
7442734917149557538,你的姚,2024-11-30 00:12:53,陕西,仁政的基础是占百分之八十的底层人民被组织起来,0,0
7442733559145939748,春风十里💋,2024-11-30 00:07:33,浙江,社会是个循环 单一的仁力哪怕是再强 也只能段时间留住美好 但是却阻挡无法改变整个社会的运转,0,0
7442720873793258279,天香,2024-11-29 23:18:20,山东,三邪二满,0,0
7442712207861646089,憨憨刚哥,2024-11-29 22:44:39,新疆,商鞅变法才是彻底,0,0
7442712152346198822,想我、请抬头微笑,2024-11-29 22:44:26,辽宁,好,0,0
7442707775384503091,观生物,2024-11-29 22:27:27,安徽,"穷人的财富是      钱
富人的财富是     穷人",0,0
7442704554179183420,该账号被永久封禁,2024-11-29 22:14:54,上海,想下载[流泪],0,0
7442703552915768102,桶酒盒酒瓶酒,2024-11-29 22:11:04,山东,那怎么办,0,1
7442701267468665654,吉利汽车【富顺店】,2024-11-29 22:02:12,四川,[赞][赞][赞],0,0
7442687895121642278,平平,2024-11-29 21:10:18,重庆,是人性的弱点,0,0
7442682656591233826,dapeng,2024-11-29 20:49:58,广东,背景剧名是什么？,0,1
7442669299750421248,冷白白,2024-11-29 20:47:27,上海,因为人本身是欲望的生物，人类社会人类国家就是由欲望控制的，所以要治理人类首先要治理欲望,0,0
7442680829644358435,桐桐,2024-11-29 20:42:53,辽宁,文化入侵了？卡比们！      努力保护好自己！和自己家人国家！爱我们的祖国！[玫瑰][玫瑰][灵机一动][灵机一动][灵机一动],0,0
7442670072748180259,独行侠～(^з^)-☆,2024-11-29 20:01:09,福建,王和百姓之间是五花肉,0,0
7442668825722929972,宇,2024-11-29 19:56:19,陕西,呵呵呵呵呵呵[捂脸],0,0
7442658382500774707,刘然(刘成刚),2024-11-29 19:15:46,北京,现实生活，刀郎的（颠倒歌）有一定道理。但不是绝对[勾引][勾引][勾引],0,0
7442656344451269434,悟道得天真,2024-11-29 19:07:51,河北,[鼓掌][鼓掌][鼓掌]深刻领会,0,0
7442650623097635595,壹零,2024-11-29 18:45:40,北京,就是专权,0,0
7442649631944999730,八卦三,2024-11-29 18:41:47,黑龙江,舒服自己，也不亏呀一,0,0
7442649527389455131,八卦三,2024-11-29 18:41:24,黑龙江,所以呀不是真相，而是渠道信息渠道本身？可以说信息渠道左右真相,0,0
7442641550934754075,南关,2024-11-29 18:10:27,安徽,不是我杀的，我那天没看电视。,0,0
